Date,total_sales,mean_sales_all_rows,reporting_stores,open_stores,promo_store_days,mean_sales_open,median_sales_open,open_rows,positive_sales_rows,mean_sales_open_7d,mean_sales_open_28d
2013-01-24,7439836,6672.49865470852,1115,1108,1115,6714.6534296028885,6327.0,1108,1107,6871.401847599332,6548.739273684771
2013-01-25,7780789,6978.286098654708,1115,1108,1115,7022.37274368231,6646.0,1108,1108,7081.907434593989,6567.6846124846725
2013-01-26,5848770,5245.533632286995,1115,1108,0,5278.673285198556,4826.0,1108,1108,7060.394894487498,6518.107253742899
2013-01-27,142848,128.11479820627804,1115,20,0,7142.4,6175.0,20,20,6940.888127570205,6541.229207307977
2013-01-28,5878702,5272.3784753363225,1115,1107,0,5310.480578139115,4888.0,1107,1107,6568.921164091046,6497.273899123374
2013-01-29,5452668,4890.285201793722,1115,1107,0,4925.626016260163,4562.0,1107,1107,6198.857801076463,6468.913903905775
2013-01-30,5909779,5300.250224215247,1115,1108,0,5333.735559566787,4935.5,1108,1107,5961.1345160642595,6435.994757920135
2013-01-31,7068567,6339.521973094171,1115,1108,0,6379.5731046931405,5942.5,1108,1107,5913.26589822001,6459.411174676051
2013-02-01,7203007,6460.09596412556,1115,1109,0,6495.04688908927,6064.0,1109,1109,5837.933633278147,6477.38300142666
2013-02-02,6781741,6082.278923766816,1115,1109,0,6115.185752930568,5632.0,1109,1109,5957.435414382721,6503.770845938666
2013-02-03,171565,153.86995515695068,1115,19,0,9029.736842105263,7091.0,19,19,6227.054963254901,6555.7652068409225
2013-02-04,10333651,9267.848430493274,1115,1109,1115,9317.990081154194,8752.0,1109,1109,6799.556320828483,6538.93651366592
2013-02-05,8841604,7929.689686098654,1115,1109,1115,7972.591523895401,7496.0,1109,1109,7234.837107633517,6540.884691878732
2013-02-06,8094803,7259.913004484305,1115,1109,1115,7299.191163210099,6852.0,1109,1109,7515.6164795825625,6551.195074404497
2013-02-07,7430076,6663.7452914798205,1115,1108,1115,6705.84476534296,6341.0,1108,1107,7562.226716818251,6540.156724879738
2013-02-08,7968566,7146.695964125561,1115,1109,1115,7185.361587015329,6824.0,1109,1109,7660.843102236259,6536.941422799969
2013-02-09,6161019,5525.577578475336,1115,1109,0,5555.472497745717,5184.0,1109,1109,7580.884065781281,6540.862111552685
2013-02-10,172564,154.76591928251122,1115,18,0,9586.888888888889,7661.5,18,18,7660.477215321799,6597.433540124113
2013-02-11,5517060,4948.035874439462,1115,1076,0,5127.3791821561335,4869.0,1076,1076,7061.818515464933,6590.289583960007
2013-02-12,5563503,4989.688789237668,1115,1106,0,5030.292043399639,4713.5,1106,1106,6641.490018251252,6591.7725092333285
2013-02-13,6175147,5538.248430493273,1115,1109,0,5568.2119026149685,5177.0,1109,1109,6394.207266737662,6619.563529026139
2013-02-14,6422292,5759.903139013453,1115,1109,0,5791.065825067629,5408.0,1109,1109,6263.524560984043,6652.604755905409
2013-02-15,6255053,5609.913004484305,1115,1110,0,5635.182882882883,5257.5,1110,1110,6042.070460393693,6655.688657625522
2013-02-16,6162142,5526.584753363229,1115,1110,0,5551.47927927928,5116.0,1110,1110,6041.500000612774,6660.053593816068
2013-02-17,174467,156.47264573991032,1115,19,0,9182.473684210527,7466.0,19,19,5983.726399944438,6703.036676522835
2013-02-18,10703641,9599.678026905829,1115,1111,1115,9634.240324032404,9148.0,1111,1111,6627.563705926761,6764.464926577806
2013-02-19,7988672,7164.728251121076,1115,1111,1115,7190.523852385239,6734.0,1111,1111,6936.168250067561,6752.838294257199
2013-02-20,7759768,6959.433183856502,1115,1111,1115,6984.489648964896,6552.0,1111,1111,7138.493642403266,6752.362976196937
2013-02-21,7611880,6826.798206278027,1115,1111,1115,6851.377137713771,6529.0,1111,1111,7289.966687067,6757.245965772326
2013-02-22,7840974,7032.263677130045,1115,1112,1115,7051.235611510791,6663.5,1112,1112,7492.259934013843,6758.276782480486
2013-02-23,5637945,5056.452914798207,1115,1112,0,5070.094424460432,4702.5,1112,1112,7423.490669039723,6750.8275374541245
2013-02-24,159057,142.65201793721974,1115,20,0,7952.85,6532.5,20,20,7247.830142723933,6779.772180311267
2013-02-25,5615365,5036.201793721973,1115,1112,0,5049.788669064748,4685.0,1112,1112,6592.908477728553,6770.461754987184
2013-02-26,5671238,5086.312107623318,1115,1112,0,5100.034172661871,4748.0,1112,1112,6294.26709491093,6776.690617715815
2013-02-27,6008503,5388.791928251121,1115,1112,0,5403.330035971223,5078.5,1112,1112,6068.387150197549,6779.176134730259
2013-02-28,7108972,6375.759641255605,1115,1112,0,6392.9604316546765,5962.0,1112,1112,6002.899049331963,6779.654253550315
2013-03-01,7244231,6497.068161434978,1115,1112,0,6514.596223021583,6118.0,1112,1112,5926.23627954779,6780.352444047897
2013-03-02,6779350,6080.134529147982,1115,1112,0,6096.537769784172,5591.5,1112,1112,6072.871043165468,6779.686444649812
2013-03-03,195229,175.09327354260088,1115,21,0,9296.619047619048,7494.0,21,21,6264.838049968189,6789.217951989589
2013-03-04,11072682,9930.656502242153,1115,1111,1115,9966.410441044105,9432.0,1111,1111,6967.212588822383,6812.375821985658
2013-03-05,8943536,8021.108520179372,1115,1109,1115,8064.504959422903,7579.0,1109,1109,7390.7084155025295,6815.658444683068
2013-03-06,8062941,7231.337219730942,1115,1109,1115,7270.4607754734,6869.0,1109,1109,7657.441378288555,6814.632359406758
2013-03-07,7981811,7158.574887892377,1115,1109,1115,7197.304779080252,6818.0,1109,1109,7772.347713635066,6832.184502754519
2013-03-08,8118153,7280.854708520179,1115,1109,1115,7320.246167718666,6944.0,1109,1109,7887.440562877507,6837.001809208209
2013-03-09,6061383,5436.217937219731,1115,1109,0,5465.629395852119,5070.0,1109,1109,7797.310795172927,6833.7931269977225
2013-03-10,164917,147.90762331838565,1115,21,0,7853.190476190476,7308.0,21,21,7591.1067135402745,6771.875326544208
2013-03-11,6194538,5555.639461883408,1115,1109,0,5585.697024346258,5219.0,1109,1109,6965.290511154867,6788.24382090814
2013-03-12,5338418,4787.818834080717,1115,1109,0,4813.722272317403,4502.0,1109,1109,6500.892984425511,6780.509186226634
2013-03-13,5830737,5229.360538116592,1115,1109,0,5257.652840396754,4855.0,1109,1109,6213.348993700275,6769.417791147411
2013-03-14,6098093,5469.141704035875,1115,1109,0,5498.731289449955,5134.0,1109,1109,5970.695638038805,6758.977272018208
2013-03-15,6783348,6083.720179372197,1115,1109,0,6116.63480613165,5766.0,1109,1109,5798.751157812088,6776.171983562807
2013-03-16,6459058,5792.877130044843,1115,1110,0,5818.971171171172,5319.5,1110,1109,5849.228554286238,6785.725265416089
2013-03-17,193072,173.15874439461882,1115,24,0,8044.666666666667,7005.0,24,24,5876.582295782837,6745.089300503808
2013-03-18,10078195,9038.739910313901,1115,1111,1115,9071.282628262827,8487.0,1111,1111,6374.523096342346,6724.983668512037
2013-03-19,8528292,7648.692376681614,1115,1111,1115,7676.230423042304,7279.0,1111,1111,6783.45283216019,6742.33033174979
2013-03-20,7728892,6931.741704035874,1115,1111,1115,6956.698469846985,6526.0,1111,1111,7026.173636367365,6741.337789638435
2013-03-21,7897067,7082.5713004484305,1115,1111,1115,7108.071107110711,6660.0,1111,1111,7256.079324604617,6750.505431402612
2013-03-22,8245992,7395.508520179372,1115,1111,1115,7422.13501350135,7010.0,1111,1111,7442.579354228859,6763.751838616561
2013-03-23,6337911,5684.225112107623,1115,1111,0,5704.690369036904,5225.0,1111,1111,7426.253525352535,6786.415979494292
2013-03-24,191036,171.33273542600898,1115,28,0,6822.714285714285,5416.0,28,28,7251.688899502195,6746.053989698374
2013-03-25,10482556,9401.395515695067,1115,1110,1115,9443.744144144144,8897.0,1110,1110,7304.897687485241,6902.980970951209
2013-03-26,9305505,8345.744394618834,1115,1110,1115,8383.337837837838,7856.0,1110,1110,7405.913032456031,7020.241816136065
2013-03-27,9674698,8676.859192825112,1115,1110,1115,8715.944144144145,8189.5,1110,1110,7657.233843069911,7138.5494628565275
2013-03-28,11417987,10240.347085201794,1115,1110,1115,10286.474774774775,9824.0,1110,1110,8111.291509879063,7277.603546539388
2013-03-29,213921,191.85739910313902,1115,16,1115,13370.0625,11024.0,16,16,8960.995436521727,7522.441627860046
2013-03-30,9380402,8412.916591928251,1115,1111,0,8443.206120612062,7869.0,1111,1111,9352.211972461037,7606.251211818184
2013-03-31,176418,158.22242152466367,1115,30,0,5880.6,4792.5,30,30,9217.624217358994,7484.250531546075
2013-04-01,241076,216.21165919282512,1115,31,0,7776.645161290323,6532.0,31,31,8979.467219808448,7406.044628697726
2013-04-02,7362049,6602.734529147982,1115,1109,0,6638.457168620379,6078.0,1109,1109,8730.198552777383,7355.114350454779
2013-04-03,6406442,5745.687892376682,1115,1109,0,5776.7736699729485,5332.0,1109,1109,8310.317056467213,7301.768382401191
2013-04-04,6496112,5826.1094170403585,1115,1109,0,5857.630297565374,5472.0,1109,1109,7677.62498829444,7253.922865204231
2013-04-05,6622062,5939.069058295964,1115,1109,0,5971.201082055906,5583.0,1109,1109,6620.644785730999,7205.742683573418
2013-04-06,6171054,5534.577578475336,1115,1109,0,5564.5211902614965,5170.0,1109,1109,6209.404081395203,7209.274533373753
2013-04-07,189097,169.59372197309418,1115,31,0,6099.903225806452,5149.0,31,31,6240.7331136532675,7146.657131574323
2013-04-08,10115602,9072.288789237668,1115,1108,1115,9129.604693140795,8674.5,1108,1108,6434.013046774765,7273.225262602701
2013-04-09,8418477,7550.203587443946,1115,1108,1115,7597.9034296028885,7128.0,1108,1108,6571.076798343695,7372.6603039343245
2013-04-10,7698779,6904.734529147982,1115,1109,1115,6942.091073038774,6466.0,1109,1109,6737.550713067384,7432.818812242969
2013-04-11,7580421,6798.583856502242,1115,1108,1115,6841.535198555956,6441.5,1108,1108,6878.108556066039,7480.776094711039
2013-04-12,8056347,7225.42331838565,1115,1109,1115,7264.51487826871,6877.0,1109,1109,7062.867669810725,7521.771811573078
2013-04-13,6024315,5402.973094170404,1115,1109,0,5432.204688908927,4964.0,1109,1109,7043.965312474643,7507.958722920855
2013-04-14,182641,163.80358744394618,1115,31,0,5891.645161290323,4531.0,31,31,7014.21416040091,7431.065097728843
2013-04-15,5711125,5122.085201793722,1115,1109,0,5149.797114517583,4705.0,1109,1109,6445.670220597595,7291.012043666511
2013-04-16,5668517,5083.871748878923,1115,1109,0,5111.376916140667,4705.0,1109,1109,6090.452147245848,7199.410132705739
2013-04-17,5556697,4983.584753363229,1115,1109,0,5010.547339945897,4618.0,1109,1109,5814.51732823258,7129.904735209273
2013-04-18,5726233,5135.634977578476,1115,1109,0,5163.420198376916,4802.0,1109,1109,5574.786613921288,7060.452917040208
2013-04-19,6349901,5694.978475336323,1115,1109,0,5725.789900811542,5376.0,1109,1109,5354.968759998837,6999.869163015572
2013-04-20,6006147,5386.678923766816,1115,1109,0,5415.822362488729,4928.0,1109,1109,5352.628427653093,6989.552448495995
2013-04-21,188406,168.97399103139014,1115,30,0,6280.2,4630.0,30,30,5408.1362617544755,6970.176938291913
2013-04-22,9542000,8557.847533632286,1115,1109,1115,8604.147880973851,8186.0,1109,1109,5901.614942676801,6940.191357464403
2013-04-23,8047511,7217.49865470852,1115,1109,1115,7256.547339945897,6798.0,1109,1109,6208.067860363261,6899.948839682547
2013-04-24,7177730,6437.4260089686095,1115,1109,1115,6472.254283137962,6038.0,1109,1109,6416.883137962128,6819.817058932326
2013-04-25,7121467,6386.965919282511,1115,1110,1115,6415.736036036036,6008.5,1110,1109,6595.785400484859,6681.576389691656
2013-04-26,7652433,6863.168609865471,1115,1110,1115,6894.0837837837835,6487.5,1110,1110,6762.6845266237515,6450.291435541078
2013-04-27,6308284,5657.653811659193,1115,1109,0,5688.263300270514,5248.0,1109,1109,6801.6046605925785,6351.900620528881
2013-04-28,205232,184.06457399103138,1115,31,0,6620.387096774193,4233.0,31,31,6850.202817274606,6378.3215882708155
2013-04-29,10040182,9004.647533632287,1115,1110,1115,9045.20900900901,8530.0,1110,1109,6913.211549851056,6423.627439975054
2013-04-30,10565093,9475.419730941703,1115,1110,1115,9518.101801801802,8954.5,1110,1110,7236.2907586876145,6526.471891160104
2013-05-01,200972,180.2439461883408,1115,18,1115,11165.111111111111,10058.0,18,18,7906.698876969493,6718.912514057896
2013-05-02,9884371,8864.906726457399,1115,1111,1115,8896.823582358236,8345.0,1111,1111,8261.139955015522,6827.455131371928
2013-05-03,8967338,8042.455605381166,1115,1111,1115,8071.411341134113,7517.0,1111,1111,8429.329606065568,6902.462640624721
2013-05-04,6487719,5818.582062780269,1115,1111,0,5839.53105310531,5434.0,1111,1111,8450.939285041966,6912.284421440571
2013-05-05,200337,179.6744394618834,1115,32,0,6260.53125,4953.5,32,32,8399.531306931369,6918.021136590341
2013-05-06,6884920,6174.816143497758,1115,1110,0,6202.630630630631,5733.0,1110,1110,7993.4486814487445,6813.486348643549
2013-05-07,6697752,6006.952466367713,1115,1111,0,6028.579657965796,5623.0,1111,1110,7494.945518043599,6757.439071085081
2013-05-08,7693180,6899.713004484305,1115,1111,0,6924.554455445545,6492.0,1111,1110,6889.151710091376,6756.812763313894
2013-05-09,233215,209.16143497757847,1115,30,0,7773.833333333333,6612.0,30,30,6728.724531659247,6790.10912527023
2013-05-10,8481406,7606.642152466367,1115,1111,0,7634.028802880288,7075.0,1111,1110,6666.2413119087005,6803.306051149214
2013-05-11,6658662,5971.894170403588,1115,1112,0,5988.005395683454,5565.5,1112,1112,6687.451932277007,6823.156076391162
2013-05-12,215592,193.3560538116592,1115,31,0,6954.580645161291,5463.0,31,31,6786.601845871477,6861.118057957981
2013-05-13,9826496,8813.000896860987,1115,1112,1115,8836.776978417267,8296.0,1112,1112,7162.908466983853,6992.795910240114
2013-05-14,8662237,7768.822421524664,1115,1112,1115,7789.781474820144,7369.0,1112,1112,7414.5087265344755,7088.453215907238
2013-05-15,7767784,6966.622421524664,1115,1112,1115,6985.417266187051,6569.0,1112,1112,7423.203413783261,7158.984284701563
2013-05-16,7884887,7071.647533632287,1115,1112,1115,7090.72571942446,6728.0,1112,1112,7325.616611796279,7227.816624738976
2013-05-17,8225841,7377.435874439462,1115,1112,1115,7397.339028776978,6976.5,1112,1112,7291.803786924378,7287.5148078806
2013-05-18,6410461,5749.292376681615,1115,1112,0,5764.803057553957,5365.5,1112,1112,7259.9177386201645,7299.9784041329285
2013-05-19,226808,203.41524663677131,1115,31,0,7316.387096774193,5794.0,31,31,7311.604374564864,7336.985086160579
2013-05-20,253936,227.74529147982062,1115,33,0,7695.030303030303,4979.0,33,33,7148.497706652442,7304.516601234022
2013-05-21,7204456,6461.395515695067,1115,1111,0,6484.6588658865885,6058.0,1111,1111,6962.051619661934,7276.949155731905
2013-05-22,6085235,5457.609865470852,1115,1112,0,5472.333633093525,5167.0,1112,1112,6745.896814934286,7241.237703944603
2013-05-23,6209485,5569.044843049327,1115,1112,0,5584.069244604317,5194.0,1112,1112,6530.660175674267,7211.535318536328
2013-05-24,6483138,5814.4735426008965,1115,1112,0,5830.160071942446,5449.5,1112,1112,6306.777467555047,7173.538043113424
2013-05-25,5806559,5207.676233183856,1115,1112,0,5221.72571942446,4753.5,1112,1112,6229.194990679405,7156.875986654636
2013-05-26,201681,180.8798206278027,1115,31,0,6505.8387096774195,4951.0,31,31,6113.402363951294,7152.7849728297515
2013-05-27,9944524,8918.855605381166,1115,1112,1115,8942.91726618705,8409.5,1112,1112,6291.671930116543,7149.131696300395
2013-05-28,8390312,7524.943497757848,1115,1112,1115,7545.244604316546,7151.0,1112,1112,6443.18417846368,7078.672510675923
2013-05-29,8885059,7968.662780269058,1115,1112,1115,7990.160971223022,7538.0,1112,1112,6802.873798196466,6965.281434251347
2013-05-30,3422824,3069.79730941704,1115,429,1115,7978.610722610722,7464.0,429,429,7144.951152197381,6932.488117831793
2013-05-31,10913876,9788.229596412557,1115,1112,1115,9814.636690647481,9334.5,1112,1112,7714.162097726671,6994.746166028699
2013-06-01,6907750,6195.2914798206275,1115,1112,0,6212.005395683454,5769.0,1112,1112,7855.630622906528,7008.048821120776
2013-06-02,238144,213.58206278026907,1115,32,0,7442.0,5643.5,32,32,7989.367950095468,7050.244133620776
2013-06-03,10144989,9098.644843049327,1115,1111,1115,9131.403240324033,8615.0,1111,1111,8016.294517829323,7154.84315539554
2013-06-04,8526834,7647.384753363229,1115,1112,1115,7668.01618705036,7159.5,1112,1112,8033.8333153627245,7213.394460005702
2013-06-05,7683188,6890.751569506727,1115,1110,1115,6921.790990990991,6500.0,1110,1109,7881.209032472434,7213.295764846612
2013-06-06,7646668,6857.998206278027,1115,1109,1115,6895.101893597835,6481.0,1109,1109,7726.422056899165,7181.912499141772
2013-06-07,7967656,7145.8798206278025,1115,1109,1115,7184.541027953111,6755.0,1109,1109,7350.694105085684,7165.859364322945
2013-06-08,5993792,5375.598206278027,1115,1110,0,5399.812612612613,5012.5,1110,1110,7234.666564646992,7144.852479213272
2013-06-09,226250,202.91479820627802,1115,31,0,7298.387096774193,6312.0,31,31,7214.150435614734,7157.13128105659
2013-06-10,6667460,5979.784753363228,1115,1111,0,6001.314131413142,5553.0,1111,1111,6766.994848627464,7055.864750806443
2013-06-11,6201425,5561.816143497758,1115,1111,0,5581.8406840684065,5211.0,1111,1111,6468.969776772899,6977.009722565309
2013-06-12,5961024,5346.209865470852,1115,1111,0,5365.458145814581,4986.0,1111,1111,6246.636513176268,6919.154039694864
2013-06-13,6044207,5420.813452914798,1115,1111,0,5440.330333033304,5045.0,1111,1111,6038.812004524193,6860.2113473237505
2013-06-14,6887448,6177.083408071749,1115,1111,0,6199.323132313231,5785.0,1111,1111,5898.066590861353,6817.425065307189
2013-06-15,6144832,5511.060089686099,1115,1111,0,5530.901890189019,5064.0,1111,1111,5916.793630515125,6809.071452187012
2013-06-16,225065,201.85201793721973,1115,31,0,7260.1612903225805,6222.0,31,31,5911.332801022037,6807.0633876708835
2013-06-17,10191372,9140.24394618834,1115,1113,1115,9156.66846361186,8684.0,1113,1113,6362.097705621855,6859.264750548797
2013-06-18,8100286,7264.830493273543,1115,1113,1115,7277.884995507637,6840.0,1113,1113,6604.389750113173,6887.594255178119
2013-06-19,7243757,6496.643049327355,1115,1113,1115,6508.317160826595,6153.0,1113,1113,6767.655323686318,6924.593666882873
2013-06-20,7353311,6594.897757847533,1115,1113,1115,6606.748427672956,6199.0,1113,1113,6934.286480063412,6961.117923421038
2013-06-21,8406280,7539.264573991031,1115,1112,1115,7559.604316546763,7128.5,1112,1112,7128.612363525345,7022.883789299763
2013-06-22,6189413,5551.043049327354,1115,1112,0,5566.018884892086,5119.0,1112,1112,7133.629077054354,7035.17997378075
2013-06-23,224608,201.4421524663677,1115,31,0,7245.419354838709,5837.0,31,31,7131.523086270943,7061.593568250794
2013-06-24,6511212,5839.65201793722,1115,1112,0,5855.406474820144,5470.0,1112,1112,6659.91423072927,6951.325325701978
2013-06-25,5827831,5226.754260089686,1115,1112,0,5240.855215827338,4888.0,1112,1112,6368.909976489226,6869.025704684505
2013-06-26,6028195,5406.452914798207,1115,1112,0,5421.038669064748,5006.0,1112,1112,6213.584477666106,6777.271336750282
2013-06-27,6372971,5715.6690582959645,1115,1112,0,5731.089028776978,5406.0,1112,1112,6088.490277823824,6697.002704827648
2013-06-28,7625077,6838.634080717488,1115,1112,0,6857.083633093525,6462.0,1112,1111,5988.130180187646,6591.375809915007
2013-06-29,6909121,6196.5210762331835,1115,1111,0,6218.830783078308,5813.0,1111,1110,6081.389022785678,6591.619573750538
2013-06-30,252185,226.1748878923767,1115,31,0,8135.0,6182.0,31,31,6208.471972094434,6616.369573750538
2013-07-01,10750990,9642.143497757848,1115,1110,1115,9685.576576576577,9093.5,1110,1110,6755.639129488211,6636.161478616699
2013-07-02,8936605,8014.892376681614,1115,1110,1115,8050.995495495496,7521.0,1110,1110,7157.087740869376,6649.83931106117
2013-07-03,8416942,7548.826905829596,1115,1110,1115,7582.83063063063,7122.5,1110,1110,7465.915163950216,6673.4478696197275
2013-07-04,8458325,7585.941704035875,1115,1109,1115,7626.983769161407,7192.0,1109,1109,7736.75726971942,6699.586508032712
2013-07-05,8384512,7519.741704035874,1115,1111,1115,7546.815481548155,7076.0,1111,1111,7835.290390927224,6712.524881375392
2013-07-06,5927036,5315.72735426009,1115,1111,0,5334.865886588659,4974.0,1111,1111,7709.009691428704,6710.205355445964
2013-07-07,234369,210.19641255605382,1115,32,0,7324.03125,5530.5,32,32,7593.157012857276,6711.121218061172
2013-07-08,6652999,5966.815246636771,1115,1111,0,5988.29792979298,5596.0,1111,1111,7064.9743490310475,6710.656353717595
2013-07-09,6157174,5522.129147982063,1115,1112,0,5537.026978417266,5113.5,1112,1111,6705.835989448443,6709.055864230055
2013-07-10,6248496,5604.032286995515,1115,1112,0,5619.151079136691,5230.5,1112,1111,6425.310339235023,6718.116326134416
2013-07-11,6483182,5814.513004484305,1115,1112,0,5830.199640287769,5473.0,1112,1112,6168.626892253074,6732.040229964931
2013-07-12,6699439,6008.465470852018,1115,1112,0,6024.675359712231,5688.0,1112,1112,5951.178303419371,6725.8028095148975
2013-07-13,5987351,5369.821524663677,1115,1112,0,5384.3084532374105,4970.5,1112,1112,5958.241527226334,6720.567329623767
2013-07-14,253582,227.42780269058295,1115,32,0,7924.4375,6223.5,32,32,6044.013848654906,6744.29147996939
2013-07-15,11484803,10300.271748878924,1115,1113,1115,10318.780772686434,9768.0,1113,1113,6662.654254782544,6785.795491007768
2013-07-16,9157994,8213.447533632287,1115,1113,1115,8228.206648697214,7684.0,1113,1113,7047.108493393965,6819.735550050253
2013-07-17,8269168,7416.2941704035875,1115,1113,1115,7429.6208445642405,6951.0,1113,1113,7305.747031312186,6852.639253040882
2013-07-18,8092686,7258.0143497757845,1115,1113,1115,7271.056603773585,6813.0,1113,1113,7511.5837403815885,6876.3645450444765
2013-07-19,8376476,7512.534529147982,1115,1114,1115,7519.278276481149,6944.5,1114,1114,7725.098442777147,6874.924329327848
2013-07-20,5941848,5329.011659192825,1115,1114,0,5333.795332136445,4952.0,1114,1114,7717.8822826198675,6866.630631015147
2013-07-21,235211,210.95156950672646,1115,32,0,7350.34375,6171.5,32,32,7635.868889762724,6870.377930842335
2013-07-22,6285621,5637.328251121076,1115,1114,0,5642.38868940754,5249.0,1114,1114,6967.812877865739,6862.770152791884
2013-07-23,5767497,5172.643049327355,1115,1114,0,5177.286355475763,4752.0,1114,1114,6531.967121691247,6860.4998363507575
2013-07-24,5966755,5351.349775784754,1115,1114,0,5356.153500897666,4992.0,1114,1114,6235.75750116745,6858.1825089162185
2013-07-25,6065761,5440.144394618834,1115,1114,0,5445.027827648115,5065.0,1114,1114,5974.896247435239,6847.966037447331
2013-07-26,6270667,5623.916591928251,1115,1114,0,5628.964991023339,5303.5,1114,1114,5704.8514923698385,6804.104657373396
2013-07-27,5448670,4886.699551569507,1115,1114,0,4891.08617594255,4485.5,1114,1114,5641.607327199281,6756.685207118547
2013-07-28,232442,208.4681614349776,1115,32,0,7263.8125,5776.0,32,32,5629.245720056424,6725.571367832832
2013-07-29,11299276,10133.879820627802,1115,1114,1115,10142.976660682227,9661.0,1114,1114,6272.186858809951,6741.9070851223205
2013-07-30,10064515,9026.470852017937,1115,1114,1115,9034.573608617595,8526.0,1114,1114,6823.22789497307,6777.03487487668
2013-07-31,10293490,9231.829596412555,1115,1114,1115,9240.11669658887,8671.0,1114,1114,7378.079780071814,6836.223662946618
2013-08-01,8783485,7877.565022421525,1115,1113,1115,7891.720575022462,7403.0,1113,1113,7727.607315411006,6845.678548870228
2013-08-02,8085626,7251.682511210763,1115,1113,1115,7264.713387241689,6904.0,1113,1113,7961.2856577279135,6835.603474073568
2013-08-03,6320830,5668.905829596412,1115,1113,0,5679.092542677448,5293.0,1113,1113,8073.857995832898,6847.897283219596
2013-08-04,252848,226.7695067264574,1115,32,0,7901.5,6014.0,32,32,8164.956210118612,6868.5211671481675
2013-08-05,7169893,6430.397309417041,1115,1113,0,6441.952380952381,5859.0,1113,1113,7636.238455871492,6884.723111832432
2013-08-06,6366382,5709.759641255605,1115,1113,0,5720.019766397125,5162.0,1113,1113,7162.730764125711,6891.258568545998
2013-08-07,6414477,5752.894170403588,1115,1113,0,5763.23180592992,5377.0,1113,1113,6666.032922603003,6896.404308788612
2013-08-08,6430437,5767.208071748879,1115,1106,0,5814.138336347197,5445.5,1106,1105,6369.235459935108,6895.830690790736
2013-08-09,6589299,5909.685201793722,1115,1115,0,5909.685201793722,5508.0,1115,1115,6175.660004871113,6891.7238994365025
2013-08-10,5881545,5274.928251121076,1115,1115,0,5274.928251121076,4868.0,1115,1115,6117.922248934488,6887.817463646634
2013-08-11,243358,218.25829596412555,1115,32,0,7604.9375,6327.5,32,32,6075.556177505917,6876.406749360919
